h=0.5, dt=0.05
1.300000000000000044e+00
1.300000000000000044e+00
1.350000000000000089e+00
1.600000000000000089e+00
2.000000000000000000e+00
2.799999999999999822e+00
3.549999999999999822e+00
4.349999999999999645e+00
5.299999999999999822e+00
6.150000000000000355e+00
6.349999999999999645e+00
7.150000000000000355e+00
1.034999999999999964e+01
1.090000000000000036e+01
1.134999999999999964e+01
1.534999999999999964e+01
1.555000000000000071e+01
1.594999999999999929e+01
1.644999999999999929e+01
2.069999999999999929e+01
2.094999999999999929e+01
2.114999999999999858e+01
2.539999999999999858e+01
2.585000000000000142e+01
2.614999999999999858e+01
2.655000000000000071e+01
3.080000000000000071e+01
3.100000000000000000e+01
3.135000000000000142e+01
3.575000000000000000e+01
3.610000000000000142e+01
3.625000000000000000e+01
3.654999999999999716e+01
4.075000000000000000e+01
4.104999999999999716e+01
4.114999999999999858e+01
4.504999999999999716e+01
4.520000000000000284e+01
4.550000000000000000e+01
4.595000000000000284e+01
4.979999999999999716e+01
5.004999999999999716e+01
5.020000000000000284e+01
5.370000000000000284e+01
5.410000000000000142e+01
5.445000000000000284e+01
5.479999999999999716e+01
5.654999999999999716e+01
5.670000000000000284e+01
5.685000000000000142e+01

h=0.5, dt=0.01
1.229999999999999982e+00
1.219999999999999973e+00
1.250000000000000000e+00
1.580000000000000071e+00
1.929999999999999938e+00
2.680000000000000160e+00
3.390000000000000124e+00
4.179999999999999716e+00
5.110000000000000320e+00
5.910000000000000142e+00
6.089999999999999858e+00
6.889999999999999680e+00
1.006000000000000050e+01
1.055000000000000071e+01
1.099000000000000021e+01
1.500000000000000000e+01
1.514000000000000057e+01
1.553999999999999915e+01
1.601999999999999957e+01
2.023999999999999844e+01
2.051999999999999957e+01
2.067000000000000171e+01
2.494000000000000128e+01
2.530999999999999872e+01
2.562999999999999901e+01
2.601000000000000156e+01
3.028000000000000114e+01
3.044999999999999929e+01
3.076999999999999957e+01
3.513000000000000256e+01
3.546000000000000085e+01
3.564000000000000057e+01
3.588000000000000256e+01
4.003000000000000114e+01
4.032999999999999829e+01
4.045000000000000284e+01
4.425999999999999801e+01
4.446000000000000085e+01
4.471000000000000085e+01
4.514999999999999858e+01
4.896000000000000085e+01
4.921000000000000085e+01
4.931000000000000227e+01
5.285000000000000142e+01
5.322999999999999687e+01
5.359000000000000341e+01
5.388000000000000256e+01
5.564999999999999858e+01
5.577000000000000313e+01
5.590999999999999659e+01

h=0.5, dt=0.005
1.219999999999999973e+00
1.215000000000000080e+00
1.235000000000000098e+00
1.570000000000000062e+00
1.919999999999999929e+00
2.660000000000000142e+00
3.370000000000000107e+00
4.160000000000000142e+00
5.084999999999999964e+00
5.884999999999999787e+00
6.054999999999999716e+00
6.855000000000000426e+00
1.001500000000000057e+01
1.050500000000000078e+01
1.094500000000000028e+01
1.496000000000000085e+01
1.508999999999999986e+01
1.549000000000000021e+01
1.596000000000000085e+01
2.017999999999999972e+01
2.046000000000000085e+01
2.060999999999999943e+01
2.487999999999999901e+01
2.524500000000000099e+01
2.555999999999999872e+01
2.593499999999999872e+01
3.021999999999999886e+01
3.037500000000000000e+01
3.069999999999999929e+01
3.505499999999999972e+01
3.538499999999999801e+01
3.555499999999999972e+01
3.579500000000000171e+01
3.993999999999999773e+01
4.023499999999999943e+01
4.035499999999999687e+01
4.415500000000000114e+01
4.435999999999999943e+01
4.461500000000000199e+01
4.505499999999999972e+01
4.885000000000000142e+01
4.910000000000000142e+01
4.919500000000000028e+01
5.274000000000000199e+01
5.311999999999999744e+01
5.347500000000000142e+01
5.375999999999999801e+01
5.553499999999999659e+01
5.564999999999999858e+01
5.578499999999999659e+01

h=0.2, dt=0.05
1.350000000000000089e+00
1.350000000000000089e+00
1.350000000000000089e+00
1.500000000000000000e+00
2.049999999999999822e+00
2.750000000000000000e+00
3.450000000000000178e+00
4.200000000000000178e+00
4.950000000000000178e+00
5.750000000000000000e+00
6.500000000000000000e+00
7.250000000000000000e+00
8.099999999999999645e+00
8.900000000000000355e+00
9.650000000000000355e+00
1.055000000000000071e+01
1.144999999999999929e+01
1.219999999999999929e+01
1.309999999999999964e+01
1.405000000000000071e+01
1.490000000000000036e+01
1.565000000000000036e+01
1.664999999999999858e+01
1.760000000000000142e+01
1.835000000000000142e+01
1.925000000000000000e+01
2.030000000000000071e+01
2.125000000000000000e+01
2.189999999999999858e+01
2.294999999999999929e+01
2.400000000000000000e+01
2.464999999999999858e+01
2.564999999999999858e+01
2.669999999999999929e+01
2.769999999999999929e+01
2.830000000000000071e+01
2.939999999999999858e+01
3.044999999999999929e+01
3.105000000000000071e+01
3.204999999999999716e+01
3.314999999999999858e+01
3.404999999999999716e+01
3.464999999999999858e+01
3.575000000000000000e+01
3.675000000000000000e+01
3.729999999999999716e+01
3.829999999999999716e+01
3.935000000000000142e+01
3.985000000000000142e+01
4.025000000000000000e+01

h=0.2, dt=0.01
1.239999999999999991e+00
1.239999999999999991e+00
1.260000000000000009e+00
1.409999999999999920e+00
1.929999999999999938e+00
2.609999999999999876e+00
3.290000000000000036e+00
3.959999999999999964e+00
4.639999999999999680e+00
5.349999999999999645e+00
6.030000000000000249e+00
6.740000000000000213e+00
7.509999999999999787e+00
8.250000000000000000e+00
8.960000000000000853e+00
9.789999999999999147e+00
1.065000000000000036e+01
1.141000000000000014e+01
1.216000000000000014e+01
1.309999999999999964e+01
1.400000000000000000e+01
1.459999999999999964e+01
1.558000000000000007e+01
1.655000000000000071e+01
1.721999999999999886e+01
1.807999999999999829e+01
1.908999999999999986e+01
2.008999999999999986e+01
2.060999999999999943e+01
2.164999999999999858e+01
2.267999999999999972e+01
2.325000000000000000e+01
2.419999999999999929e+01
2.525000000000000000e+01
2.626999999999999957e+01
2.673000000000000043e+01
2.778000000000000114e+01
2.885000000000000142e+01
2.935000000000000142e+01
3.030999999999999872e+01
3.137000000000000099e+01
3.235000000000000142e+01
3.279999999999999716e+01
3.385999999999999943e+01
3.485999999999999943e+01
3.535999999999999943e+01
3.631000000000000227e+01
3.731000000000000227e+01
3.778999999999999915e+01
3.814000000000000057e+01

h=0.2, dt=0.005
1.229999999999999982e+00
1.229999999999999982e+00
1.250000000000000000e+00
1.395000000000000018e+00
1.915000000000000036e+00
2.595000000000000195e+00
3.265000000000000124e+00
3.924999999999999822e+00
4.594999999999999751e+00
5.294999999999999929e+00
5.969999999999999751e+00
6.674999999999999822e+00
7.429999999999999716e+00
8.164999999999999147e+00
8.869999999999999218e+00
9.685000000000000497e+00
1.053999999999999915e+01
1.131000000000000050e+01
1.204499999999999993e+01
1.297499999999999964e+01
1.388000000000000078e+01
1.446499999999999986e+01
1.543999999999999950e+01
1.641499999999999915e+01
1.707499999999999929e+01
1.792500000000000071e+01
1.893499999999999872e+01
1.994000000000000128e+01
2.044500000000000028e+01
2.147500000000000142e+01
2.251000000000000156e+01
2.307499999999999929e+01
2.401000000000000156e+01
2.505499999999999972e+01
2.607499999999999929e+01
2.652499999999999858e+01
2.757499999999999929e+01
2.863500000000000156e+01
2.913500000000000156e+01
3.007999999999999829e+01
3.114000000000000057e+01
3.211999999999999744e+01
3.256499999999999773e+01
3.360999999999999943e+01
3.461500000000000199e+01
3.510499999999999687e+01
3.604500000000000171e+01
3.704999999999999716e+01
3.753000000000000114e+01
3.786999999999999744e+01

h=0.1, dt=0.05
1.350000000000000089e+00
1.350000000000000089e+00
1.350000000000000089e+00
1.500000000000000000e+00
2.100000000000000089e+00
2.799999999999999822e+00
3.549999999999999822e+00
4.299999999999999822e+00
5.049999999999999822e+00
5.849999999999999645e+00
6.700000000000000178e+00
7.549999999999999822e+00
8.400000000000000355e+00
9.300000000000000711e+00
1.015000000000000036e+01
1.109999999999999964e+01
1.200000000000000000e+01
1.294999999999999929e+01
1.384999999999999964e+01
1.475000000000000000e+01
1.569999999999999929e+01
1.660000000000000142e+01
1.755000000000000071e+01
1.844999999999999929e+01
1.939999999999999858e+01
2.035000000000000142e+01
2.125000000000000000e+01
2.225000000000000000e+01
2.314999999999999858e+01
2.410000000000000142e+01
2.505000000000000071e+01
2.600000000000000000e+01
2.694999999999999929e+01
2.785000000000000142e+01
2.880000000000000071e+01
2.969999999999999929e+01
3.064999999999999858e+01
3.160000000000000142e+01
3.254999999999999716e+01
3.350000000000000000e+01
3.439999999999999858e+01
3.535000000000000142e+01
3.625000000000000000e+01
3.725000000000000000e+01
3.814999999999999858e+01
3.910000000000000142e+01
4.000000000000000000e+01
4.089999999999999858e+01
4.175000000000000000e+01
4.214999999999999858e+01

h=0.1, dt=0.01
1.239999999999999991e+00
1.239999999999999991e+00
1.270000000000000018e+00
1.409999999999999920e+00
1.949999999999999956e+00
2.620000000000000107e+00
3.290000000000000036e+00
3.970000000000000195e+00
4.669999999999999929e+00
5.400000000000000355e+00
6.150000000000000355e+00
6.919999999999999929e+00
7.700000000000000178e+00
8.509999999999999787e+00
9.320000000000000284e+00
1.016999999999999993e+01
1.099000000000000021e+01
1.183999999999999986e+01
1.266999999999999993e+01
1.350999999999999979e+01
1.436999999999999922e+01
1.517999999999999972e+01
1.605999999999999872e+01
1.689999999999999858e+01
1.775000000000000000e+01
1.860000000000000142e+01
1.946000000000000085e+01
2.033999999999999986e+01
2.116000000000000014e+01
2.207000000000000028e+01
2.289000000000000057e+01
2.376999999999999957e+01
2.462999999999999901e+01
2.546999999999999886e+01
2.633999999999999986e+01
2.716000000000000014e+01
2.805000000000000071e+01
2.889000000000000057e+01
2.978000000000000114e+01
3.062000000000000099e+01
3.148000000000000043e+01
3.235999999999999943e+01
3.317000000000000171e+01
3.407999999999999829e+01
3.489000000000000057e+01
3.575999999999999801e+01
3.659000000000000341e+01
3.742000000000000171e+01
3.821000000000000085e+01
3.860000000000000142e+01

h=0.1, dt=0.005
1.229999999999999982e+00
1.229999999999999982e+00
1.254999999999999893e+00
1.399999999999999911e+00
1.935000000000000053e+00
2.595000000000000195e+00
3.254999999999999893e+00
3.924999999999999822e+00
4.620000000000000107e+00
5.334999999999999964e+00
6.080000000000000071e+00
6.839999999999999858e+00
7.615000000000000213e+00
8.410000000000000142e+00
9.210000000000000853e+00
1.004499999999999993e+01
1.084999999999999964e+01
1.169500000000000028e+01
1.251500000000000057e+01
1.333999999999999986e+01
1.419500000000000028e+01
1.499499999999999922e+01
1.585999999999999943e+01
1.668499999999999872e+01
1.753500000000000014e+01
1.837500000000000000e+01
1.921999999999999886e+01
2.008500000000000085e+01
2.089499999999999957e+01
2.178999999999999915e+01
2.260999999999999943e+01
2.347500000000000142e+01
2.432000000000000028e+01
2.514999999999999858e+01
2.601500000000000057e+01
2.682499999999999929e+01
2.769999999999999929e+01
2.853000000000000114e+01
2.940500000000000114e+01
3.024500000000000099e+01
3.108999999999999986e+01
3.195499999999999829e+01
3.275500000000000256e+01
3.365500000000000114e+01
3.445499999999999829e+01
3.531499999999999773e+01
3.614000000000000057e+01
3.695000000000000284e+01
3.773499999999999943e+01
3.811999999999999744e+01

